group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
amphibians,11,yes,22739,Martinique Robber Frog,Eleutherodactylus martinicensis,1,163,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,12,yes,22302,Hispaniolan Giant Frog,Eleutherodactylus inoptatus,1,140,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,13,yes,22601,Abbott's Robber Frog,Eleutherodactylus abbotti,1,139,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,14,yes,65979,American Bullfrog,Lithobates catesbeianus,1,137,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,15,yes,22616,Grass Coqui,Eleutherodactylus brittoni,1,114,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,16,yes,22445,Yellow Split-Toed Frog,Eleutherodactylus flavescens,1,114,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,17,yes,65443,Bahamian Flat-headed Frog,Eleutherodactylus rogersi,1,101,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,18,yes,22334,Hispaniolan Red-Rumped Frog,Eleutherodactylus weinlandi,1,87,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,19,yes,22411,Forest Coqui,Eleutherodactylus portoricensis,1,66,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,20,yes,66347,Puerto Rican Crested Toad,Peltophryne lemur,1,66,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,21,yes,70617,Coastal Red-Rumped Frog,Eleutherodactylus paralius,1,65,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,22,yes,24378,Jamaican Laughing Frog,Osteopilus ocellatus,1,62,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,23,yes,24375,Hispaniolan Giant Tree Frog,Osteopilus vastus,1,50,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,24,yes,22375,Spaldings Robber Frog,Eleutherodactylus gossei,1,47,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,25,yes,555111,Hispaniolan Green Tree Frog,Boana heilprini,1,38,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,26,yes,22384,Mute Coqui,Eleutherodactylus lentus,1,37,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,27,yes,22636,Cuban Groin-spot Frog,Eleutherodactylus atkinsi,1,35,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,28,yes,24360,Venezuela Snouted Tree Frog,Scinax x-signatus,1,34,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,29,yes,22423,Ground Coqui,Eleutherodactylus richmondi,1,33,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,30,yes,22663,Monte Iberia Eleuth,Eleutherodactylus iberia,1,32,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,31,yes,22376,Jamaican Rockfrog,Eleutherodactylus cundalli,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,32,yes,22496,Pinchon's Piping Frog,Eleutherodactylus pinchoni,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,33,yes,22408,Wrinkled Coqui,Eleutherodactylus wightmanae,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,34,yes,22460,Hispaniolan yellow-mottled frog,Eleutherodactylus pictissimus,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,35,yes,22456,South Island Telegraph Frog,Eleutherodactylus audanti,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,36,yes,22369,Cook's Robber Frog,Eleutherodactylus cooki,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,37,yes,66345,Eastern Crested Toad,Peltophryne guentheri,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,38,yes,22612,Boca de Yuma Frog,Eleutherodactylus probolaeus,1,22,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,39,yes,22446,Baoruco Hammer Frog,Eleutherodactylus armstrongi,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,40,yes,66344,Western Giant Toad,Peltophryne fustiger,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,41,yes,22745,Burrowing Coqui,Eleutherodactylus unicolor,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,42,yes,22417,La Selle Red-Legged Frog,Eleutherodactylus furcyensis,1,16,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,43,yes,22440,Mona Coqui,Eleutherodactylus monensis,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,44,yes,22752,Jamaican Yellow-bellied Frog,Eleutherodactylus pantoni,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,45,yes,66350,Cuban Spotted Toad,Peltophryne taladai,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,46,yes,22236,Blue Mountain Rockfrog,Eleutherodactylus glaucoreius,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,47,yes,22120,Barahona Rock Frog,Eleutherodactylus alcoae,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,48,yes,22581,Miniature Robber Frog,Eleutherodactylus dimidiatus,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,49,yes,22617,Hispaniolan Montane Frog,Eleutherodactylus montanus,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,50,yes,22478,Zeus' Robber Frog,Eleutherodactylus zeus,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,51,yes,22632,Eastern Cuba Robber Frog,Eleutherodactylus auriculatus,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,52,yes,22614,Etheridge's Robber Frog,Eleutherodactylus etheridgei,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,53,yes,22619,Tree-hole Coqui,Eleutherodactylus hedricki,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,54,yes,22718,John Crow Yellow-bellied Frog,Eleutherodactylus pentasyringos,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,55,yes,22190,Spiny Giant Frog,Eleutherodactylus nortoni,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,56,yes,22453,Tiburon Whistling Frog,Eleutherodactylus wetmorei,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,57,yes,22374,Jamaican Red-eyed Frog,Eleutherodactylus nubicola,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,58,yes,24376,Hispaniolan Yellow Tree Frog,Osteopilus pulchrilineatus,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,59,yes,24322,Red Snouted Tree Frog,Scinax ruber,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,60,yes,1668858,Green Treefrog,Dryophytes cinereus,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,61,yes,22413,Hispaniola Cordillera Frog,Eleutherodactylus patriciae,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,62,yes,66340,Cuban Small-eared Toad,Peltophryne empusa,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,63,yes,66341,Zapata toad,Peltophryne florentinoi,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,64,yes,22488,Yellow Cave Frog,Eleutherodactylus counouspeus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,65,yes,22232,Guanahacabibes Robber Frog,Eleutherodactylus guanahacabibes,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,66,yes,22337,Montane Cricket Frog,Eleutherodactylus haitianus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,67,yes,24380,Jamaican Snoring Frog,Osteopilus crucialis,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,68,yes,22580,Juventud Robber Frog,Eleutherodactylus cuneatus,1,5,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,69,yes,22285,Ball Bearing Frog,Eleutherodactylus glaphycompus,1,5,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
amphibians,70,yes,22635,Grey's Robber Frog,Eleutherodactylus greyi,1,5,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
